_id	word	level_id	length	order	hint
5450	МУСТАНГ	612	14	1	
5451	НЕВЕСТА	612	14	2	
5452	РОЗЫСК	612	12	3	
5453	ОБЛАКО	612	12	4	
5454	ДИАЛОГ	612	12	5	
5455	ЛОЗУНГ	612	12	6	
5456	ВОРЧУН	612	12	7	
5457	ПОРОК	612	10	8	
5458	ПОРЫВ	612	10	9	
5459	КАСТА	612	10	10	
5460	КОСТЬ	612	10	11	
5461	НИЗОСТЬ	613	14	1	
5462	ДУРОСТЬ	613	14	2	
5463	ЯЩЕРИЦА	613	14	3	
5464	ИЗДЕЛИЕ	613	14	4	
5465	СКАЗКА	613	12	5	
5466	ОБРУЧ	613	10	6	
5467	ПОМПА	613	10	7	
5468	ДРОБЬ	613	10	8	
5469	ИСТОК	613	10	9	
5470	ЗАЛИВ	613	10	10	
5471	МОЛОТ	613	10	11	
5472	МАЯТНИК	614	14	1	
5473	КАПИТАЛ	614	14	2	
5474	КРУЖЕВО	614	14	3	
5475	КОНЦЕРТ	614	14	4	
5476	УБЫТОК	614	12	5	
5477	ЯСЕНЬ	614	10	6	
5478	ИНДУС	614	10	7	
5479	БОКАЛ	614	10	8	
5480	ФИКУС	614	10	9	
5481	РЕДИС	614	10	10	
5482	СПЛАВ	614	10	11	
5483	СИЛИКАТ	615	14	1	
5484	ДОТАЦИЯ	615	14	2	
5485	УГЛЕВОД	615	14	3	
5486	ФУНДУК	615	12	4	
5487	ВРАЖДА	615	12	5	
5488	ПИСАРЬ	615	12	6	
5489	МОРДА	615	10	7	
5490	ХАРЧО	615	10	8	
5491	ЦЕДРА	615	10	9	
5492	ИЗГОЙ	615	10	10	
5493	МЕДИК	615	10	11	
5494	ЛЕДЕНЕЦ	616	14	1	
5495	АВОКАДО	616	14	2	
5496	ПАСТЕЛЬ	616	14	3	
5497	ПОРЯДОК	616	14	4	
5498	СИНЬОР	616	12	5	
5499	НАЛИМ	616	10	6	
5500	ФЛИРТ	616	10	7	
5501	ПАУЗА	616	10	8	
5502	КАНВА	616	10	9	
5503	ПЛЕТЬ	616	10	10	
5504	РАНЕЦ	616	10	11	
5505	ГОРОДОК	617	14	1	
5506	ТЕОРЕМА	617	14	2	
5507	СЕРЬГА	617	12	3	
5508	КУЗИНА	617	12	4	
5509	ВЫМПЕЛ	617	12	5	
5510	БРИТВА	617	12	6	
5511	ОХРАНА	617	12	7	
5512	ПОЛЮС	617	10	8	
5513	ОПАЛА	617	10	9	
5514	ЩЕНОК	617	10	10	
5515	АТЛАС	617	10	11	
5516	УСЕРДИЕ	618	14	1	
5517	УРОВЕНЬ	618	14	2	
5518	ФЛАГМАН	618	14	3	
5519	МОЛНИЯ	618	12	4	
5520	ОГНИВО	618	12	5	
5521	НЕЙЛОН	618	12	6	
5522	КУЗОВ	618	10	7	
5523	ОПРОС	618	10	8	
5524	ПАЛКА	618	10	9	
5525	ОТЧЕТ	618	10	10	
5526	ЧАШКА	618	10	11	
5527	ФИЛОСОФ	619	14	1	
5528	САБОТАЖ	619	14	2	
5529	ПОДВИГ	619	12	3	
5530	УПАДОК	619	12	4	
5531	УГОДЬЕ	619	12	5	
5532	СФИНКС	619	12	6	
5533	ПОМОСТ	619	12	7	
5534	МАНИЯ	619	10	8	
5535	БРОВЬ	619	10	9	
5536	ХАЛАТ	619	10	10	
5537	СЪЕЗД	619	10	11	
5538	ПЕШЕХОД	620	14	1	
5539	МОЧАЛКА	620	14	2	
5540	МАХОВИК	620	14	3	
5541	НАСЕДКА	620	14	4	
5542	ЭКСПОРТ	620	14	5	
5543	МАРКЕР	620	12	6	
5544	УЧЕНИЕ	620	12	7	
5545	МАНДАТ	620	12	8	
5546	ПЛЕНКА	620	12	9	
5547	ЛЮТИК	620	10	10	
5548	ПРОЛЕТ	621	12	1	
5549	АВРОРА	621	12	2	
5550	ДОСТУП	621	12	3	
5551	ПЕРИНА	621	12	4	
5552	ПРОМЫВ	621	12	5	
5553	ПРИХОД	621	12	6	
5554	ОЦЕНКА	621	12	7	
5555	СБОРКА	621	12	8	
5556	АБАЖУР	621	12	9	
5557	ШТОРА	621	10	10	
5558	БИТВА	621	10	11	
5559	СТОЛБЕЦ	622	14	1	
5560	ЗАСТАВА	622	14	2	
5561	МОРОШКА	622	14	3	
5562	ЦЕЗАРЬ	622	12	4	
5563	ТРЕСКА	622	12	5	
5564	ЖАДИНА	622	12	6	
5565	СТРАЖ	622	10	7	
5566	ПАШНЯ	622	10	8	
5567	ХВОСТ	622	10	9	
5568	ОБЫСК	622	10	10	
5569	САЗАН	622	10	11	
5570	ПОДАРОК	623	14	1	
5571	КОМБАЙН	623	14	2	
5572	НАЦЕНКА	623	14	3	
5573	ПРИМЕТА	623	14	4	
5574	КАПСУЛА	623	14	5	
5575	СОЛОМА	623	12	6	
5576	ЛУЧНИК	623	12	7	
5577	ЛАЙНЕР	623	12	8	
5578	ЗЕМЛЯК	623	12	9	
5579	ПШЕНО	623	10	10	
5580	СКРЕБОК	624	14	1	
5581	ЩЕТИНА	624	12	2	
5582	РАЗМЕН	624	12	3	
5583	ЗИГЗАГ	624	12	4	
5584	КАДМИЙ	624	12	5	
5585	ДОСАДА	624	12	6	
5586	ПЕРИОД	624	12	7	
5587	ВРАНЬЁ	624	12	8	
5588	АРШИН	624	10	9	
5589	ДАМКА	624	10	10	
5590	ШЕПОТ	624	10	11	
5591	ОБОЧИНА	625	14	1	
5592	ПАРАФИН	625	14	2	
5593	ПРОВОД	625	12	3	
5594	ВЫБОРЫ	625	12	4	
5595	РЕЗЮМЕ	625	12	5	
5596	СОЛНЦЕ	625	12	6	
5597	ЛАТЫНЬ	625	12	7	
5598	ТЕСТО	625	10	8	
5599	ЧАЛМА	625	10	9	
5600	ЛАКЕЙ	625	10	10	
5601	ОТПАД	625	10	11	
5602	ИПОТЕКА	626	14	1	
5603	РУБАШКА	626	14	2	
5604	УТЕНОК	626	12	3	
5605	ЛЕКТОР	626	12	4	
5606	ШАРНИР	626	12	5	
5607	ЭСКИМО	626	12	6	
5608	СУСТАВ	626	12	7	
5609	АРГОН	626	10	8	
5610	ЛАРЁК	626	10	9	
5611	ОСМОС	626	10	10	
5612	ЗАГАР	626	10	11	
5613	БЛОКАДА	627	14	1	
5614	ДЕТСТВО	627	14	2	
5615	ФУТБОЛ	627	12	3	
5616	ТЕРЬЕР	627	12	4	
5617	ОСЕЧКА	627	12	5	
5618	ДЕВЕРЬ	627	12	6	
5619	МИМИКА	627	12	7	
5620	ИЗНОС	627	10	8	
5621	ОСОБЬ	627	10	9	
5622	ВАЛЕТ	627	10	10	
5623	ХРУСТ	627	10	11	
5624	МИНАРЕТ	628	14	1	
5625	СЛАДКОЕ	628	14	2	
5626	ПОДСЧЕТ	628	14	3	
5627	СОВЕСТЬ	628	14	4	
5628	ВАСИЛЁК	628	14	5	
5629	КОТЁНОК	628	14	6	
5630	ПРАЧКА	628	12	7	
5631	ПИКНИК	628	12	8	
5632	РУЖЬЁ	628	10	9	
5633	ШАЙБА	628	10	10	
5634	АБОРДАЖ	629	14	1	
5635	ТРОМБОН	629	14	2	
5636	ПОЛЫНЬЯ	629	14	3	
5637	БАРАБАН	629	14	4	
5638	КОВЧЕГ	629	12	5	
5639	ЗАСОВ	629	10	6	
5640	САУНА	629	10	7	
5641	ЧУДАК	629	10	8	
5642	ШАХТА	629	10	9	
5643	ТАЙНА	629	10	10	
5644	ПИСЕЦ	629	10	11	
5645	ПУТЕВКА	630	14	1	
5646	КРОВАТЬ	630	14	2	
5647	БЕРЕСТА	630	14	3	
5648	РОМАШКА	630	14	4	
5649	КОРЕЕЦ	630	12	5	
5650	ЗАЛОГ	630	10	6	
5651	ТРАУР	630	10	7	
5652	ЗАСОР	630	10	8	
5653	ТАБУН	630	10	9	
5654	СТЕПЬ	630	10	10	
5655	ЖЕРДЬ	630	10	11	
5656	ПРОСТОР	631	14	1	
5657	КОРЗИНА	631	14	2	
5658	ЧУЖБИНА	631	14	3	
5659	САКУРА	631	12	4	
5660	ОТМЕНА	631	12	5	
5661	ЛЫЖНИК	631	12	6	
5662	ТРЮМО	631	10	7	
5663	ЗАЕЗД	631	10	8	
5664	ТЕСТЬ	631	10	9	
5665	ВЕЧЕР	631	10	10	
5666	ТРИКО	631	10	11	
5667	КУВАЛДА	632	14	1	
5668	НАЧИНКА	632	14	2	
5669	ЗАДУМКА	632	14	3	
5670	ИНДЮШКА	632	14	4	
5671	СЕМАФОР	632	14	5	
5672	ЗАВИТОК	632	14	6	
5673	СТЕНКА	632	12	7	
5674	ПРИТЧА	632	12	8	
5675	БРОШЬ	632	10	9	
5676	ЧЕХОЛ	632	10	10	
5677	ВЫДУМКА	633	14	1	
5678	ГЕРОИНЯ	633	14	2	
5679	ГОЛОВА	633	12	3	
5680	ПОГОДА	633	12	4	
5681	ТАБЕЛЬ	633	12	5	
5682	ПРАВКА	633	12	6	
5683	СОРТИР	633	12	7	
5684	НУЖДА	633	10	8	
5685	ОТРЯД	633	10	9	
5686	ТЕРЕМ	633	10	10	
5687	ПЛЕМЯ	633	10	11	
5688	ЛЕДОРУБ	634	14	1	
5689	ЛЕКАРЬ	634	12	2	
5690	РЕГИОН	634	12	3	
5691	ЮНОСТЬ	634	12	4	
5692	МАТРАС	634	12	5	
5693	ТЕОРИЯ	634	12	6	
5694	КАБАРЕ	634	12	7	
5695	ПЛОВЕЦ	634	12	8	
5696	САХАР	634	10	9	
5697	МОТОК	634	10	10	
5698	ПОЛЯК	634	10	11	
5699	АКТРИСА	635	14	1	
5700	КОЛОДЕЦ	635	14	2	
5701	ВЕТЕРАН	635	14	3	
5702	ВЕЛИКАН	635	14	4	
5703	КОЛОКОЛ	635	14	5	
5704	БАКЛАН	635	12	6	
5705	ВОРОНА	635	12	7	
5706	КУВШИН	635	12	8	
5707	ФИАЛКА	635	12	9	
5708	ТОРЕЦ	635	10	10	
5709	РЕСНИЦА	636	14	1	
5710	ОШЕЙНИК	636	14	2	
5711	БУЛЬВАР	636	14	3	
5712	ДЮЖИНА	636	12	4	
5713	МИЛОРД	636	12	5	
5714	ПОМОЩЬ	636	12	6	
5715	ФУРИЯ	636	10	7	
5716	ФИНИК	636	10	8	
5717	ШЛЯПА	636	10	9	
5718	ПАРАД	636	10	10	
5719	КАЗАН	636	10	11	
5720	ЗАМАЗКА	637	14	1	
5721	КОЛЛЕГА	637	14	2	
5722	ПАРКЕТ	637	12	3	
5723	ЧЕПУХА	637	12	4	
5724	ТАНДЕМ	637	12	5	
5725	СТАВКА	637	12	6	
5726	СВЕРЛО	637	12	7	
5727	КУМЫС	637	10	8	
5728	ОПЛОТ	637	10	9	
5729	КАНОЭ	637	10	10	
5730	ТАНГО	637	10	11	
5731	ГАЛОГЕН	638	14	1	
5732	ВАРИАНТ	638	14	2	
5733	ИЗВЕСТЬ	638	14	3	
5734	СВИНЬЯ	638	12	4	
5735	ПРЕДОК	638	12	5	
5736	ЦЕЛИНА	638	12	6	
5737	ОТВЕТ	638	10	7	
5738	НАРДЫ	638	10	8	
5739	ФИШКА	638	10	9	
5740	ТОМАТ	638	10	10	
5741	ЧИПСЫ	638	10	11	
5742	ОТЧИЗНА	639	14	1	
5743	ЗАКОЛКА	639	14	2	
5744	ВОРОБЕЙ	639	14	3	
5745	СОЮЗНИК	639	14	4	
5746	ДИСПЛЕЙ	639	14	5	
5747	ИСТОРИК	639	14	6	
5748	ПОДЖОГ	639	12	7	
5749	ШЛЕПОК	639	12	8	
5750	БУКЕТ	639	10	9	
5751	СЮИТА	639	10	10	
5752	ЧИСТОТА	640	14	1	
5753	ЖЕНЩИНА	640	14	2	
5754	НАДРЕЗ	640	12	3	
5755	АЛЬКОВ	640	12	4	
5756	ТРИУМФ	640	12	5	
5757	ВЗЯТКА	640	12	6	
5758	МАЛИНА	640	12	7	
5759	БАРИН	640	10	8	
5760	НАГАР	640	10	9	
5761	ВЕТВЬ	640	10	10	
5762	ЭТИКА	640	10	11	
5763	ПРИВКУС	641	14	1	
5764	КИПАРИС	641	14	2	
5765	РАЗБЕГ	641	12	3	
5766	БОРОДА	641	12	4	
5767	ИМПОРТ	641	12	5	
5768	РЯБИНА	641	12	6	
5769	ПОКЛОН	641	12	7	
5770	ПЕСНЯ	641	10	8	
5771	КУЧЕР	641	10	9	
5772	АРБУЗ	641	10	10	
5773	УГОРЬ	641	10	11	
5774	ЗИМОВЬЕ	642	14	1	
5775	МАТУШКА	642	14	2	
5776	ТУЗЕМЕЦ	642	14	3	
5777	КАБЛУК	642	12	4	
5778	КАСКАД	642	12	5	
5779	АНЕМОН	642	12	6	
5780	НАХАЛ	642	10	7	
5781	ЭПОХА	642	10	8	
5782	ШИФЕР	642	10	9	
5783	ПРЯЖА	642	10	10	
5784	ПЕСОК	642	10	11	
5785	ТРОЙНИК	643	14	1	
5786	ИНИЦИАЛ	643	14	2	
5787	ТРАПЕЗА	643	14	3	
5788	ПОДХОД	643	12	4	
5789	СЕДИНА	643	12	5	
5790	АВГУСТ	643	12	6	
5791	ТУНЕЦ	643	10	7	
5792	ЛАВАШ	643	10	8	
5793	ОСАДА	643	10	9	
5794	ЗАМША	643	10	10	
5795	ШАШКА	643	10	11	
5796	ЗАСЕЧКА	644	14	1	
5797	ЗАВЯЗКА	644	14	2	
5798	ЗАБРАЛО	644	14	3	
5799	НАКИПЬ	644	12	4	
5800	КОРПУС	644	12	5	
5801	БУМАГА	644	12	6	
5802	ПИЛОН	644	10	7	
5803	ПЕСЕЦ	644	10	8	
5804	ОКОВА	644	10	9	
5805	ЯГОДА	644	10	10	
5806	БОТВА	644	10	11	
5807	ФУНКЦИЯ	645	14	1	
5808	ПЕРЕЛОМ	645	14	2	
5809	НАЖАТИЕ	645	14	3	
5810	БОЦМАН	645	12	4	
5811	МНЕНИЕ	645	12	5	
5812	ДОЯРКА	645	12	6	
5813	ИКОТА	645	10	7	
5814	МОЙКА	645	10	8	
5815	СОЙКА	645	10	9	
5816	ОСИНА	645	10	10	
5817	ВЕНИК	645	10	11	
5818	ПОЗИЦИЯ	646	14	1	
5819	ПРИКЛАД	646	14	2	
5820	ЗАРЯДКА	646	14	3	
5821	ПРОСЕКА	646	14	4	
5822	АЖИОТАЖ	646	14	5	
5823	ЛЕПЁШКА	646	14	6	
5824	ЛЕСОВОЗ	646	14	7	
5825	ХАКЕР	646	10	8	
5826	ЗАМЕР	646	10	9	
5827	ИГРОК	646	10	10	
5828	ЛЕПНИНА	647	14	1	
5829	ВАГОНКА	647	14	2	
5830	АНТРАКТ	647	14	3	
5831	МУТАНТ	647	12	4	
5832	РАЗЛИВ	647	12	5	
5833	КОРУНД	647	12	6	
5834	ШТАНЫ	647	10	7	
5835	РОМАН	647	10	8	
5836	ВЫПАД	647	10	9	
5837	ЛОВЕЦ	647	10	10	
5838	СПЕСЬ	647	10	11	
5839	БИНОКЛЬ	648	14	1	
5840	КЛИНИКА	648	14	2	
5841	ЗАЦЕПКА	648	14	3	
5842	ОСТАТОК	648	14	4	
5843	ВЫИГРЫШ	648	14	5	
5844	МЕТЕЛКА	648	14	6	
5845	ТАЙМЕР	648	12	7	
5846	ЦЕМЕНТ	648	12	8	
5847	ЭКЛЕР	648	10	9	
5848	ЛАСКА	648	10	10	
5849	ДОСМОТР	649	14	1	
5850	ЗАЛИВКА	649	14	2	
5851	ПЕРЕБОЙ	649	14	3	
5852	АММИАК	649	12	4	
5853	НАГРЕВ	649	12	5	
5854	РАБЫНЯ	649	12	6	
5855	КНЯЗЬ	649	10	7	
5856	АБЗАЦ	649	10	8	
5857	БАРАН	649	10	9	
5858	ЭЛИТА	649	10	10	
5859	ШРИФТ	649	10	11	
5860	ЗАГОВОР	650	14	1	
5861	КУПОРОС	650	14	2	
5862	АЛХИМИЯ	650	14	3	
5863	ЛИМОНКА	650	14	4	
5864	ЗАПИНКА	650	14	5	
5865	ПЕДАГОГ	650	14	6	
5866	ГВОЗДЬ	650	12	7	
5867	ДОЛИНА	650	12	8	
5868	ГРУНТ	650	10	9	
5869	ТУМБА	650	10	10	
5870	ВЕРБЛЮД	651	14	1	
5871	АНТЕННА	651	14	2	
5872	УЧЕБНИК	651	14	3	
5873	ИНДИВИД	651	14	4	
5874	ВИДЕНИЕ	651	14	5	
5875	АДМИРАЛ	651	14	6	
5876	ВЫСОТА	651	12	7	
5877	ДУБЛЯЖ	651	12	8	
5878	СВЕЧА	651	10	9	
5879	ВИЗИТ	651	10	10	
5880	МЕДВЕДЬ	652	14	1	
5881	СПРАВКА	652	14	2	
5882	КОРАЛЛ	652	12	3	
5883	КАПРОН	652	12	4	
5884	БЮДЖЕТ	652	12	5	
5885	ХРЕБЕТ	652	12	6	
5886	ПЛОТВА	652	12	7	
5887	МУЛАТ	652	10	8	
5888	ВАХТА	652	10	9	
5889	ДОХОД	652	10	10	
5890	ГОГОТ	652	10	11	
5891	ГОРНИСТ	653	14	1	
5892	СХВАТКА	653	14	2	
5893	ХАЛТУРА	653	14	3	
5894	СОАВТОР	653	14	4	
5895	БИЦЕПС	653	12	5	
5896	ДВЕРЬ	653	10	6	
5897	КУДРИ	653	10	7	
5898	ВЫВОД	653	10	8	
5899	БУТИК	653	10	9	
5900	ПЕНИЕ	653	10	10	
5901	СЛИВА	653	10	11	
5902	БАРЫШНЯ	654	14	1	
5903	БЕГЕМОТ	654	14	2	
5904	ЧЕРНИКА	654	14	3	
5905	ЗОЛУШКА	654	14	4	
5906	ПОВОЗКА	654	14	5	
5907	ДЫХАНИЕ	654	14	6	
5908	ЗАВЕСА	654	12	7	
5909	СТРЕЛА	654	12	8	
5910	УТЕРЯ	654	10	9	
5911	ПРЕСС	654	10	10	
5912	ТАБЛИЦА	655	14	1	
5913	КАЗАРМА	655	14	2	
5914	СТРЕЛОК	655	14	3	
5915	БИРЮЗА	655	12	4	
5916	ДУРЕНЬ	655	12	5	
5917	ПУСТЯК	655	12	6	
5918	ПОТОП	655	10	7	
5919	ЛИНЗА	655	10	8	
5920	ГРУДЬ	655	10	9	
5921	ПОЗОР	655	10	10	
5922	ТАКСА	655	10	11	
5923	ЧЕРНОТА	656	14	1	
5924	КЛАВИША	656	14	2	
5925	ПАПУАС	656	12	3	
5926	КИСЕЛЬ	656	12	4	
5927	РОСТОК	656	12	5	
5928	ТУАЛЕТ	656	12	6	
5929	МИНОГА	656	12	7	
5930	ПЕКЛО	656	10	8	
5931	ФЕРМА	656	10	9	
5932	ТРЕСК	656	10	10	
5933	СУЕТА	656	10	11	
5934	ТУПОСТЬ	657	14	1	
5935	ЛАЗАРЕТ	657	14	2	
5936	ЗАПЯТАЯ	657	14	3	
5937	ЧЕРНИЛА	657	14	4	
5938	СУДАРЬ	657	12	5	
5939	ТАДЖИК	657	12	6	
5940	КОДЕКС	657	12	7	
5941	ЗАБАВА	657	12	8	
5942	ОРАТОР	657	12	9	
5943	ГАРАНТ	657	12	10	
5944	ТАМАДА	658	12	1	
5945	МОНАРХ	658	12	2	
5946	ТРЕНЕР	658	12	3	
5947	ШЛЮПКА	658	12	4	
5948	АДРЕС	658	10	5	
5949	КИСТЬ	658	10	6	
5950	ЮРИСТ	658	10	7	
5951	ДУБЛЬ	658	10	8	
5952	ПРОБА	658	10	9	
5953	ЧЁЛКА	658	10	10	
5954	КОСЯК	658	10	11	
5955	ОТКОС	658	10	12	
5956	ЖВАЧКА	659	12	1	
5957	УМЕЛЕЦ	659	12	2	
5958	КОФЕИН	659	12	3	
5959	КОЛЛАЖ	659	12	4	
5960	ХИРУРГ	659	12	5	
5961	ПРЯЖКА	659	12	6	
5962	ГРЕБЕЦ	659	12	7	
5963	ЦИТАТА	659	12	8	
5964	ПРЕССА	659	12	9	
5965	СЫРЬЁ	659	10	10	
5966	ЗЕМЛЯ	659	10	11	
5967	ФОРМАТ	660	12	1	
5968	МОЛОКО	660	12	2	
5969	ПРОРЫВ	660	12	3	
5970	САПСАН	660	12	4	
5971	ХОХОТ	660	10	5	
5972	ЖЕСТЬ	660	10	6	
5973	ХУТОР	660	10	7	
5974	ЛИТЬЁ	660	10	8	
5975	БИЗОН	660	10	9	
5976	САМСА	660	10	10	
5977	СУДЬЯ	660	10	11	
5978	ОФОРТ	660	10	12	
5979	МЕДУЗА	661	12	1	
5980	КОРОЛЬ	661	12	2	
5981	РАСЧЁТ	661	12	3	
5982	ЛАГУНА	661	12	4	
5983	УСПЕХ	661	10	5	
5984	БЛАГО	661	10	6	
5985	ОЛИВА	661	10	7	
5986	СЕЛЕН	661	10	8	
5987	АЛЫЧА	661	10	9	
5988	КОМОК	661	10	10	
5989	ДЮШЕС	661	10	11	
5990	ГАРАЖ	661	10	12	
5991	ЗРЕНИЕ	662	12	1	
5992	ВАКУУМ	662	12	2	
5993	ПРИЦЕП	662	12	3	
5994	СИГНАЛ	662	12	4	
5995	ТРАВМА	662	12	5	
5996	ВОСХОД	662	12	6	
5997	СПРИНТ	662	12	7	
5998	МАКИЯЖ	662	12	8	
5999	ПАНИКА	662	12	9	
6000	РЕЗКА	662	10	10	
6001	ИЗВОЗ	662	10	11	
6002	БОЕВИК	663	12	1	
6003	ДИКЦИЯ	663	12	2	
6004	МИКРОН	663	12	3	
6005	ШАЛФЕЙ	663	12	4	
6006	ЛЫЖНЯ	663	10	5	
6007	ХВОРЬ	663	10	6	
6008	ШИШКА	663	10	7	
6009	ХОЛСТ	663	10	8	
6010	ДУДКА	663	10	9	
6011	СОТНЯ	663	10	10	
6012	ВЕНОК	663	10	11	
6013	ЗОМБИ	663	10	12	
6014	ПОДБОР	664	12	1	
6015	ЧУЧЕЛО	664	12	2	
6016	МАЧЕХА	664	12	3	
6017	ТРЕНИЕ	664	12	4	
6018	ОТДЫХ	664	10	5	
6019	ПАЛАЧ	664	10	6	
6020	ТАБЛО	664	10	7	
6021	КУМИР	664	10	8	
6022	КОНУС	664	10	9	
6023	ПИКЕТ	664	10	10	
6024	ОБРОК	664	10	11	
6025	ХИМИК	664	10	12	
6026	ДВОРЕЦ	665	12	1	
6027	ТАНЦОР	665	12	2	
6028	ШАНСОН	665	12	3	
6029	ПЕДАНТ	665	12	4	
6030	МАСТЕР	665	12	5	
6031	КЛАПАН	665	12	6	
6032	КРУПЬЕ	665	12	7	
6033	МЯКОТЬ	665	12	8	
6034	ОТЗВУК	665	12	9	
6035	ПОЧТА	665	10	10	
6036	УПРЁК	665	10	11	
6037	КАЛОША	666	12	1	
6038	ЗАКЛАД	666	12	2	
6039	КОВБОЙ	666	12	3	
6040	ЕВРОПА	666	12	4	
6041	НАРОД	666	10	5	
6042	СТАЛЬ	666	10	6	
6043	КОЛОС	666	10	7	
6044	ГРАММ	666	10	8	
6045	ДОЖДЬ	666	10	9	
6046	ВЛАГА	666	10	10	
6047	РОДНЯ	666	10	11	
6048	ЗАКАЗ	666	10	12	
6049	ПРОКАТ	667	12	1	
6050	КАЛЬКА	667	12	2	
6051	СВИТОК	667	12	3	
6052	РОМАНС	667	12	4	
6053	СУРОК	667	10	5	
6054	ЛИЛИЯ	667	10	6	
6055	ГОЛЬФ	667	10	7	
6056	АРЕАЛ	667	10	8	
6057	МИНУС	667	10	9	
6058	ПОРОГ	667	10	10	
6059	РАЙОН	667	10	11	
6060	ШЕРИФ	667	10	12	
6061	ПОЩАДА	668	12	1	
6062	МАТРОС	668	12	2	
6063	МЕТАЛЛ	668	12	3	
6064	ГАЗЕТА	668	12	4	
6065	СЫЩИК	668	10	5	
6066	САМКА	668	10	6	
6067	СМОТР	668	10	7	
6068	ПРОЁМ	668	10	8	
6069	СУКНО	668	10	9	
6070	ЗАГИБ	668	10	10	
6071	НАКАЛ	668	10	11	
6072	БУХТА	668	10	12	
6073	ДЕТАЛЬ	669	12	1	
6074	ВИАДУК	669	12	2	
6075	ТЕРРОР	669	12	3	
6076	СПЯЧКА	669	12	4	
6077	ОТСКОК	669	12	5	
6078	СТАРЕЦ	669	12	6	
6079	ВЕКТОР	669	12	7	
6080	КОВРИК	669	12	8	
6081	РАЗРЯД	669	12	9	
6082	ФЛЯГА	669	10	10	
6083	СВОРА	669	10	11	
6084	ДРАЧУН	670	12	1	
6085	ФУТЛЯР	670	12	2	
6086	ЯПОНЕЦ	670	12	3	
6087	РАЗЛОМ	670	12	4	
6088	ЗАВЕТ	670	10	5	
6089	РЕЗЕЦ	670	10	6	
6090	ПЕЧКА	670	10	7	
6091	НАРЯД	670	10	8	
6092	ОТКАЗ	670	10	9	
6093	ТЕКСТ	670	10	10	
6094	ВЗВОД	670	10	11	
6095	БУФЕТ	670	10	12	
6096	СТАТУС	671	12	1	
6097	ПИЯВКА	671	12	2	
6098	ТУНДРА	671	12	3	
6099	ШАНТАЖ	671	12	4	
6100	ДОКЛАД	671	12	5	
6101	РАЗМАХ	671	12	6	
6102	БУКСИР	671	12	7	
6103	УЛИТКА	671	12	8	
6104	КРЕМЛЬ	671	12	9	
6105	ВОРОН	671	10	10	
6106	САРАЙ	671	10	11	
6107	ДВОЙКА	672	12	1	
6108	ПРИБОЙ	672	12	2	
6109	АНАЛОГ	672	12	3	
6110	БРИКЕТ	672	12	4	
6111	МАРАЗМ	672	12	5	
6112	ПОДДОН	672	12	6	
6113	ГРОХОТ	672	12	7	
6114	ПАСТОР	672	12	8	
6115	МАРШАЛ	672	12	9	
6116	ЛЯЖКА	672	10	10	
6117	ПРЯДЬ	672	10	11	
6118	САЛЬТО	673	12	1	
6119	УСИЛИЕ	673	12	2	
6120	ОТТИСК	673	12	3	
6121	ТРОСТЬ	673	12	4	
6122	ТАКСИ	673	10	5	
6123	ХМЕЛЬ	673	10	6	
6124	ЮНОША	673	10	7	
6125	КУЛОН	673	10	8	
6126	МАНКА	673	10	9	
6127	ГОНЕЦ	673	10	10	
6128	ЩЁТКА	673	10	11	
6129	СЛИЗЬ	673	10	12	
6130	КАНАВА	674	12	1	
6131	БЕНЗИН	674	12	2	
6132	ПУДИНГ	674	12	3	
6133	ПАГОДА	674	12	4	
6134	ЛАВКА	674	10	5	
6135	ВОБЛА	674	10	6	
6136	КОТЁЛ	674	10	7	
6137	ШТАМП	674	10	8	
6138	ФЛАНГ	674	10	9	
6139	СКОБА	674	10	10	
6140	МОТИВ	674	10	11	
6141	ТОНУС	674	10	12	
6142	ПАСЕКА	675	12	1	
6143	АЛЬБОМ	675	12	2	
6144	ЖАЛОБА	675	12	3	
6145	СПАРЖА	675	12	4	
6146	ХОЛОД	675	10	5	
6147	АСКЕТ	675	10	6	
6148	ФРОНТ	675	10	7	
6149	ЗАПАХ	675	10	8	
6150	ЛАПТА	675	10	9	
6151	МАФИЯ	675	10	10	
6152	КРЕДО	675	10	11	
6153	ШОССЕ	675	10	12	
6154	КАРТОН	676	12	1	
6155	КОПОТЬ	676	12	2	
6156	ПЛАНКА	676	12	3	
6157	ПРОХОД	676	12	4	
6158	ЛОЖКА	676	10	5	
6159	ЗЕФИР	676	10	6	
6160	СПРУТ	676	10	7	
6161	КАПЛЯ	676	10	8	
6162	ШПАГА	676	10	9	
6163	НЕМЕЦ	676	10	10	
6164	САЧОК	676	10	11	
6165	ПЛОТЬ	676	10	12	
6166	ОТКОРМ	677	12	1	
6167	НАСЫПЬ	677	12	2	
6168	ЧУДИЩЕ	677	12	3	
6169	САЛЬДО	677	12	4	
6170	СКУЛА	677	10	5	
6171	ДОВОД	677	10	6	
6172	СЕДАН	677	10	7	
6173	ПИЛКА	677	10	8	
6174	ЛИНИЯ	677	10	9	
6175	ДРОЖЬ	677	10	10	
6176	ЦУКАТ	677	10	11	
6177	ВЫЕЗД	677	10	12	
6178	ТРАССА	678	12	1	
6179	ДЕСАНТ	678	12	2	
6180	ГОСТЬЯ	678	12	3	
6181	РОДИНА	678	12	4	
6182	НАДЕЛ	678	10	5	
6183	ПОЧЁТ	678	10	6	
6184	СОСНА	678	10	7	
